numero,clave,nombre,latitud,longitud,altitud,estado,municipio,id_cuenca_de_disponibilidad,cuenca_de_disponibilidad,num_region_hidrologica,region_hidrologica,fn_id_cuenca_de_disponibilidad,fn_num_region_hidrologica,estado_etq
580,C07063,Finca Liquidambar,15.783333,-92.733333,1080,Chiapas,Angel Albino Corzo,621,Grande o Salinas,30,Grijalva-Usumacinta,621.0,30.0,Chiapas
581,C07180,Jaltenango,15.870833,-92.723889,640,Chiapas,Angel Albino Corzo,621,Grande o Salinas,30,Grijalva-Usumacinta,621.0,30.0,Chiapas
582,JAPCP,"Jaltenango, Chis.",15.866667,-92.725,620,Chiapas,Angel Albino Corzo,621,Grande o Salinas,30,Grijalva-Usumacinta,621.0,30.0,Chiapas
583,C07335,Querétaro,15.838611,-92.755556,665,Chiapas,Angel Albino Corzo,621,Grande o Salinas,30,Grijalva-Usumacinta,621.0,30.0,Chiapas
584,C07013,Arriaga,16.241111,-93.8975,49,Chiapas,Arriaga,383,La Punta,23,Costa de Chiapas,383.0,23.0,Chiapas
585,C07182,Arriaga,16.241667,-93.908333,64,Chiapas,Arriaga,382,Las Arenas,23,Costa de Chiapas,382.0,23.0,Chiapas
586,C07318,La Gloria,16.2,-93.933333,30,Chiapas,Arriaga,383,La Punta,23,Costa de Chiapas,383.0,23.0,Chiapas
587,AROCP,"Observatorio de Arriaga, Chis.",16.241111,-93.8975,64,Chiapas,Arriaga,383,La Punta,23,Costa de Chiapas,383.0,23.0,Chiapas
588,C07248,Bejucal de Ocampo,15.454722,-92.158333,2340,Chiapas,Bejucal de Ocampo,616,San Miguel,30,Grijalva-Usumacinta,616.0,30.0,Chiapas
589,C07024,Comalapa,15.616667,-92.15,985,Chiapas,Bella Vista,616,San Miguel,30,Grijalva-Usumacinta,616.0,30.0,Chiapas
590,AVECP,"Agua Verde, Chis.",16.591667,-90.683333,0,Chiapas,Benemérito de las Américas,677,Lacantún,30,Grijalva-Usumacinta,677.0,30.0,Chiapas
591,CEDCP,"El cedro, Chis.",16.416667,-90.416667,400,Chiapas,Benemérito de las Américas,679,Chixoy,30,Grijalva-Usumacinta,679.0,30.0,Chiapas
592,ELTCP,"El Tigre, Chis.",16.6,-90.65,0,Chiapas,Benemérito de las Américas,-,-,-,-,,,Chiapas
593,C07372,Berriozábal,16.796944,-93.265278,890,Chiapas,Berriozábal,624,Tuxtla Gutiérrez,30,Grijalva-Usumacinta,624.0,30.0,Chiapas
594,C07015,Bochil,16.986389,-92.891389,1200,Chiapas,Bochil,628,Chicoasén,30,Grijalva-Usumacinta,628.0,30.0,Chiapas
595,BOMCP,"Bombana 2, Chis.",16.976111,-93.033333,0,Chiapas,Bochil,628,Chicoasén,30,Grijalva-Usumacinta,628.0,30.0,Chiapas
596,C07018,Cacahoatán,14.988333,-92.164444,480,Chiapas,Cacahoatán,401,Cahuacán,23,Costa de Chiapas,401.0,23.0,Chiapas
597,C07022,Playas de Catazaja,17.728333,-92.015556,10,Chiapas,Catazajá,682,Usumacinta,30,Grijalva-Usumacinta,682.0,30.0,Chiapas
598,C07325,Las Ollas,16.783333,-92.55,2450,Chiapas,Chamula,651,Chacté,30,Grijalva-Usumacinta,651.0,30.0,Chiapas
599,C07030,San Juan Chamula,16.796944,-92.696667,1930,Chiapas,Chamula,627,Presa Chicoasén,30,Grijalva-Usumacinta,627.0,30.0,Chiapas
600,C07373,Tzontehuitz,16.833889,-92.580278,2570,Chiapas,Chamula,651,Chacté,30,Grijalva-Usumacinta,651.0,30.0,Chiapas
601,C07212,Zinacantán,16.791667,-92.68,2300,Chiapas,Chamula,627,Presa Chicoasén,30,Grijalva-Usumacinta,627.0,30.0,Chiapas
602,C07031,Chanal,16.659722,-92.2625,2100,Chiapas,Chanal,663,Tzanconeja,30,Grijalva-Usumacinta,663.0,30.0,Chiapas
603,C07032,Chapultenango,17.333333,-93.1,600,Chiapas,Chapultenango,660,Pichucalco,30,Grijalva-Usumacinta,660.0,30.0,Chiapas
604,C07033,San Pedro Chenalho,16.9,-92.6,1520,Chiapas,Chenalhó,652,De los Plátanos,30,Grijalva-Usumacinta,652.0,30.0,Chiapas
605,C07149,San Pedro Chenalho,16.893611,-92.625556,1537,Chiapas,Chenalhó,652,De los Plátanos,30,Grijalva-Usumacinta,652.0,30.0,Chiapas
606,C07091,La Escalera,16.525833,-92.9925,700,Chiapas,Chiapa de Corzo,626,Santo Domingo,30,Grijalva-Usumacinta,626.0,30.0,Chiapas
607,LESCP,"La Escalera, Chis.",16.490278,-93.025,485,Chiapas,Chiapa de Corzo,626,Santo Domingo,30,Grijalva-Usumacinta,626.0,30.0,Chiapas
608,C07134,Puente Colgante,16.740556,-93.031111,418,Chiapas,Chiapa de Corzo,627,Presa Chicoasén,30,Grijalva-Usumacinta,627.0,30.0,Chiapas
609,C07229,Santo Domingo,16.453611,-93.055556,500,Chiapas,Chiapa de Corzo,626,Santo Domingo,30,Grijalva-Usumacinta,626.0,30.0,Chiapas
610,SDOCP,"Santo Domingo, Chis.",16.4525,-93.056389,500,Chiapas,Chiapa de Corzo,626,Santo Domingo,30,Grijalva-Usumacinta,626.0,30.0,Chiapas
611,C07239,Villa de Acala,16.662222,-92.956389,420,Chiapas,Chiapa de Corzo,627,Presa Chicoasén,30,Grijalva-Usumacinta,627.0,30.0,Chiapas
612,C07392,Zoomat,16.722778,-93.015,420,Chiapas,Chiapa de Corzo,627,Presa Chicoasén,30,Grijalva-Usumacinta,627.0,30.0,Chiapas
613,C07034,Villa de Chiapilla,16.5775,-92.715278,550,Chiapas,Chiapilla,627,Presa Chicoasén,30,Grijalva-Usumacinta,627.0,30.0,Chiapas
614,C07184,Villa de Chiapilla,16.569444,-92.72,555,Chiapas,Chiapilla,627,Presa Chicoasén,30,Grijalva-Usumacinta,627.0,30.0,Chiapas
615,C07069,Grijalva,16.969444,-93.104722,841,Chiapas,Chicoasén,632,Alto Grijalva,30,Grijalva-Usumacinta,632.0,30.0,Chiapas
616,C07366,Grijalva,16.965278,-93.120278,260,Chiapas,Chicoasén,632,Alto Grijalva,30,Grijalva-Usumacinta,632.0,30.0,Chiapas
617,GRICP,"Grijalva, Chis.",16.975,-93.125,211,Chiapas,Chicoasén,632,Alto Grijalva,30,Grijalva-Usumacinta,632.0,30.0,Chiapas
618,C07011,Argelia,15.883333,-92.366667,660,Chiapas,Chicomuselo,619,Aguzarca,30,Grijalva-Usumacinta,619.0,30.0,Chiapas
619,C07224,Chicomuselo,15.751667,-92.273611,550,Chiapas,Chicomuselo,616,San Miguel,30,Grijalva-Usumacinta,616.0,30.0,Chiapas
620,CHMCP,"Chicomuselo, Chis.",15.75,-92.283333,710,Chiapas,Chicomuselo,616,San Miguel,30,Grijalva-Usumacinta,616.0,30.0,Chiapas
621,C07209,Agua Verde,17.033333,-91.866667,1240,Chiapas,Chilón,648,Yashijá,30,Grijalva-Usumacinta,648.0,30.0,Chiapas
622,C07356,Bachajón,17.035556,-92.188611,918,Chiapas,Chilón,649,Shumulá,30,Grijalva-Usumacinta,649.0,30.0,Chiapas
623,C07250,Chilon,17.101667,-92.262222,800,Chiapas,Chilón,649,Shumulá,30,Grijalva-Usumacinta,649.0,30.0,Chiapas
624,C07071,Guaquitepec,17.144722,-92.290278,1160,Chiapas,Chilón,649,Shumulá,30,Grijalva-Usumacinta,649.0,30.0,Chiapas
625,C07315,Paso del Cayuco,17.245833,-92.123611,291,Chiapas,Chilón,648,Yashijá,30,Grijalva-Usumacinta,648.0,30.0,Chiapas
626,C07023,Cintalapa,16.7,-93.716667,520,Chiapas,Cintalapa,630,Cintalapa,30,Grijalva-Usumacinta,630.0,30.0,Chiapas
627,C07376,Francisco I. Madero,16.802778,-93.755278,736,Chiapas,Cintalapa,629,Encajonado,30,Grijalva-Usumacinta,629.0,30.0,Chiapas
628,C07097,La Providencia,16.519444,-93.961389,670,Chiapas,Cintalapa,630,Cintalapa,30,Grijalva-Usumacinta,630.0,30.0,Chiapas
629,C07100,La Unión,16.665,-93.800833,580,Chiapas,Cintalapa,630,Cintalapa,30,Grijalva-Usumacinta,630.0,30.0,Chiapas
630,C07385,Pueblo Viejo,16.885,-93.892778,326,Chiapas,Cintalapa,629,Encajonado,30,Grijalva-Usumacinta,629.0,30.0,Chiapas
631,C07362,Rosendo Salazar,16.471111,-94.003889,721,Chiapas,Cintalapa,630,Cintalapa,30,Grijalva-Usumacinta,630.0,30.0,Chiapas
632,RSACP,"Rosendo Salazar, Chis.",16.470833,-93.989722,0,Chiapas,Cintalapa,630,Cintalapa,30,Grijalva-Usumacinta,630.0,30.0,Chiapas
633,C07156,Santa María,16.938889,-93.820833,345,Chiapas,Cintalapa,629,Encajonado,30,Grijalva-Usumacinta,629.0,30.0,Chiapas
634,SMRCP,"Santa María CFE, Chis.",16.924722,-93.820278,0,Chiapas,Cintalapa,629,Encajonado,30,Grijalva-Usumacinta,629.0,30.0,Chiapas
635,C07243,Coapilla,17.1275,-93.160556,1618,Chiapas,Coapilla,628,Chicoasén,30,Grijalva-Usumacinta,628.0,30.0,Chiapas
636,C07002,Abelardo L. Rodríguez,16.379167,-92.2375,1920,Chiapas,Comitán de Domínguez,618,Aguacatenco,30,Grijalva-Usumacinta,618.0,30.0,Chiapas
637,C07025,Comitán,16.233333,-92.133333,1709,Chiapas,Comitán de Domínguez,665,Comitán,30,Grijalva-Usumacinta,665.0,30.0,Chiapas
638,C07205,Comitán,16.251111,-92.134167,1630,Chiapas,Comitán de Domínguez,665,Comitán,30,Grijalva-Usumacinta,665.0,30.0,Chiapas
639,COMCP,"Comitán, Chis.",16.25,-92.133333,1646,Chiapas,Comitán de Domínguez,665,Comitán,30,Grijalva-Usumacinta,665.0,30.0,Chiapas
640,COOCP,"Observatorio de Comitán, Chis.",16.2,-92.1,1646,Chiapas,Comitán de Domínguez,618,Aguacatenco,30,Grijalva-Usumacinta,618.0,30.0,Chiapas
641,C07027,Copainala,17.083333,-93.216667,640,Chiapas,Copainalá,632,Alto Grijalva,30,Grijalva-Usumacinta,632.0,30.0,Chiapas
642,C07246,El Bosque,17.058056,-92.723611,1106,Chiapas,El Bosque,652,De los Plátanos,30,Grijalva-Usumacinta,652.0,30.0,Chiapas
643,C07247,El Coro,15.446667,-92.275,2902,Chiapas,El Porvenir,616,San Miguel,30,Grijalva-Usumacinta,616.0,30.0,Chiapas
644,C07339,El Porvenir,15.457222,-92.281111,2847,Chiapas,El Porvenir,613,Papizaca,30,Grijalva-Usumacinta,613.0,30.0,Chiapas
645,C07053,Escuintla,15.330833,-92.655833,92,Chiapas,Escuintla,395,Laguna del Viejo y Temblader,23,Costa de Chiapas,395.0,23.0,Chiapas
646,C07185,Escuintla,15.316667,-92.666667,80,Chiapas,Escuintla,395,Laguna del Viejo y Temblader,23,Costa de Chiapas,395.0,23.0,Chiapas
647,ESCCP,"Escuintla, Chis.",15.316667,-92.666667,110,Chiapas,Escuintla,395,Laguna del Viejo y Temblader,23,Costa de Chiapas,395.0,23.0,Chiapas
648,C07048,Finca El Triunfo,15.348056,-92.548611,822,Chiapas,Escuintla,396,Despoblado,23,Costa de Chiapas,396.0,23.0,Chiapas
649,C07393,Finca La Paz,15.346667,-92.476111,973,Chiapas,Escuintla,396,Despoblado,23,Costa de Chiapas,396.0,23.0,Chiapas
650,FPZCP,"Finca la Paz, Chis.",15.346667,-92.476111,973,Chiapas,Escuintla,396,Despoblado,23,Costa de Chiapas,396.0,23.0,Chiapas
651,C07348,Independencia,15.348333,-92.578333,112,Chiapas,Escuintla,396,Despoblado,23,Costa de Chiapas,396.0,23.0,Chiapas
652,C07170,Tzimbac,17.240278,-93.238889,740,Chiapas,Francisco León,636,Tzimbac,30,Grijalva-Usumacinta,636.0,30.0,Chiapas
653,C07369,Tzinbac,17.25,-93.25,740,Chiapas,Francisco León,637,Zayula,30,Grijalva-Usumacinta,637.0,30.0,Chiapas
654,C07009,Aquespala,15.794167,-91.920278,617,Chiapas,Frontera Comalapa,615,Selegua,30,Grijalva-Usumacinta,615.0,30.0,Chiapas
655,C07026,Cuauhtémoc,15.665278,-92.001389,834,Chiapas,Frontera Comalapa,615,Selegua,30,Grijalva-Usumacinta,615.0,30.0,Chiapas
656,C07070,Guadalupe Grijalva,15.693611,-92.161111,630,Chiapas,Frontera Comalapa,616,San Miguel,30,Grijalva-Usumacinta,616.0,30.0,Chiapas
657,C07361,Paso Hondo,15.684444,-92.006944,660,Chiapas,Frontera Comalapa,615,Selegua,30,Grijalva-Usumacinta,615.0,30.0,Chiapas
658,C07135,Puente Concordia,15.848611,-91.968056,582,Chiapas,Frontera Comalapa,615,Selegua,30,Grijalva-Usumacinta,615.0,30.0,Chiapas
659,PCOCP,"Puente Concordia, Chis.",15.848611,-91.968056,582,Chiapas,Frontera Comalapa,615,Selegua,30,Grijalva-Usumacinta,615.0,30.0,Chiapas
660,C07230,San Miguel,15.708611,-92.208611,600,Chiapas,Frontera Comalapa,616,San Miguel,30,Grijalva-Usumacinta,616.0,30.0,Chiapas
661,SMICP,"San Miguel, Chis.",15.775,-92.239444,710,Chiapas,Frontera Comalapa,616,San Miguel,30,Grijalva-Usumacinta,616.0,30.0,Chiapas
662,C07068,Frontera Hidalgo,14.777222,-92.176111,60,Chiapas,Frontera Hidalgo,403,Suchiate,23,Costa de Chiapas,403.0,23.0,Chiapas
663,C07234,C.A.E. Las Palmas,15.033333,-92.4,42,Chiapas,Huehuetán,398,Huehuetán,23,Costa de Chiapas,398.0,23.0,Chiapas
664,C07075,Huehuetán,15.002222,-92.400278,65,Chiapas,Huehuetán,398,Huehuetán,23,Costa de Chiapas,398.0,23.0,Chiapas
665,HUECP,"Huehuetán, Chis.",14.997222,-92.402778,44,Chiapas,Huehuetán,398,Huehuetán,23,Costa de Chiapas,398.0,23.0,Chiapas
666,C07336,Plan de Iguala,14.958889,-92.504167,18,Chiapas,Huehuetán,398,Huehuetán,23,Costa de Chiapas,398.0,23.0,Chiapas
667,C07005,Almandro,17.283333,-92.683333,220,Chiapas,Huitiupán,655,Almendro,30,Grijalva-Usumacinta,655.0,30.0,Chiapas
668,ALMCP,"Almandro, Chis.",17.183333,-92.6625,242,Chiapas,Huitiupán,655,Almendro,30,Grijalva-Usumacinta,655.0,30.0,Chiapas
669,C07036,Chilil,16.677778,-92.489167,2266,Chiapas,Huixtán,663,Tzanconeja,30,Grijalva-Usumacinta,663.0,30.0,Chiapas
670,C07076,Huixtán,16.713889,-92.458333,1990,Chiapas,Huixtán,663,Tzanconeja,30,Grijalva-Usumacinta,663.0,30.0,Chiapas
671,C07077,Huixtla,15.141389,-92.486389,40,Chiapas,Huixtla,397,Huixtla,23,Costa de Chiapas,397.0,23.0,Chiapas
672,HUICP,"Huixtla, Chis.",15.133333,-92.472222,40,Chiapas,Huixtla,397,Huixtla,23,Costa de Chiapas,397.0,23.0,Chiapas
673,C07082,Ixtacomitán,17.430278,-93.095,150,Chiapas,Ixtacomitán,660,Pichucalco,30,Grijalva-Usumacinta,660.0,30.0,Chiapas
674,C07343,Cuauhtémoc,16.761667,-92.922778,1050,Chiapas,Ixtapa,627,Presa Chicoasén,30,Grijalva-Usumacinta,627.0,30.0,Chiapas
675,C07040,El Burrero,16.789167,-92.828333,1544,Chiapas,Ixtapa,623,Hondo,30,Grijalva-Usumacinta,623.0,30.0,Chiapas
676,C07083,Ixtapa,16.766667,-92.9,1380,Chiapas,Ixtapa,623,Hondo,30,Grijalva-Usumacinta,623.0,30.0,Chiapas
677,C07188,Ixtapa,16.802778,-92.904167,1120,Chiapas,Ixtapa,623,Hondo,30,Grijalva-Usumacinta,623.0,30.0,Chiapas
678,PAYCP,"Plan de Ayala, Chis.",16.833333,-92.945833,0,Chiapas,Ixtapa,623,Hondo,30,Grijalva-Usumacinta,623.0,30.0,Chiapas
679,C07219,Jiquipilas,16.666667,-93.65,540,Chiapas,Jiquipilas,630,Cintalapa,30,Grijalva-Usumacinta,630.0,30.0,Chiapas
680,C07093,La Libertad,16.561111,-93.657778,580,Chiapas,Jiquipilas,631,Soyatenco,30,Grijalva-Usumacinta,631.0,30.0,Chiapas
681,C07102,Las Flores,16.691944,-93.563056,480,Chiapas,Jiquipilas,633,De La Venta,30,Grijalva-Usumacinta,633.0,30.0,Chiapas
682,LFLCP,"Las Flores, Chis.",16.695833,-93.561111,480,Chiapas,Jiquipilas,633,De La Venta,30,Grijalva-Usumacinta,633.0,30.0,Chiapas
683,C07383,Nueva Palestina,16.493611,-93.632222,704,Chiapas,Jiquipilas,631,Soyatenco,30,Grijalva-Usumacinta,631.0,30.0,Chiapas
684,C07143,San Clemente,16.366667,-93.8,660,Chiapas,Jiquipilas,631,Soyatenco,30,Grijalva-Usumacinta,631.0,30.0,Chiapas
685,C07388,Santa Lucia,16.572778,-93.593333,616,Chiapas,Jiquipilas,631,Soyatenco,30,Grijalva-Usumacinta,631.0,30.0,Chiapas
686,C07233,Tiltepec,16.394444,-93.868056,680,Chiapas,Jiquipilas,631,Soyatenco,30,Grijalva-Usumacinta,631.0,30.0,Chiapas
687,C07355,Unión Zaragoza,17.081667,-92.851111,1690,Chiapas,Jitotol,628,Chicoasén,30,Grijalva-Usumacinta,628.0,30.0,Chiapas
688,C07183,Benito Juárez,16.041667,-92.8175,550,Chiapas,La Concordia,617,La Concordia,30,Grijalva-Usumacinta,617.0,30.0,Chiapas
689,C07342,Benito Juárez,16.082778,-92.840556,580,Chiapas,La Concordia,617,La Concordia,30,Grijalva-Usumacinta,617.0,30.0,Chiapas
690,C07021,Catarinitas,15.9025,-92.482778,945,Chiapas,La Concordia,619,Aguzarca,30,Grijalva-Usumacinta,619.0,30.0,Chiapas
691,C07316,El Ámbar de Echeverría,16.0975,-92.833333,550,Chiapas,La Concordia,617,La Concordia,30,Grijalva-Usumacinta,617.0,30.0,Chiapas
692,C07037,Finca Cuxtepeques,15.728611,-92.968889,1550,Chiapas,La Concordia,614,Presa La Concordia,30,Grijalva-Usumacinta,614.0,30.0,Chiapas
693,C07346,Finca Nueva Linda,15.969444,-92.486944,541,Chiapas,La Concordia,619,Aguzarca,30,Grijalva-Usumacinta,619.0,30.0,Chiapas
694,JSBCP,"Juan Sabines, Chis.",15.996389,-92.898611,1550,Chiapas,La Concordia,614,Presa La Concordia,30,Grijalva-Usumacinta,614.0,30.0,Chiapas
695,C07090,La Concordia,16.083333,-92.666667,540,Chiapas,La Concordia,622,Presa La Angostura,30,Grijalva-Usumacinta,622.0,30.0,Chiapas
696,C07189,La Concordia,16.083333,-92.633333,540,Chiapas,La Concordia,622,Presa La Angostura,30,Grijalva-Usumacinta,622.0,30.0,Chiapas
697,C07211,La Mesilla,16.066667,-92.616667,550,Chiapas,La Concordia,622,Presa La Angostura,30,Grijalva-Usumacinta,622.0,30.0,Chiapas
698,C07111,Los Vados,16.033333,-92.55,510,Chiapas,La Concordia,622,Presa La Angostura,30,Grijalva-Usumacinta,622.0,30.0,Chiapas
699,C07397,Presa Portillo,16.0,-92.755556,585,Chiapas,La Concordia,617,La Concordia,30,Grijalva-Usumacinta,617.0,30.0,Chiapas
700,C07226,Reforma 2,15.9,-92.933333,700,Chiapas,La Concordia,614,Presa La Concordia,30,Grijalva-Usumacinta,614.0,30.0,Chiapas
701,REFCP,"Reforma, Chis.",15.916667,-92.666667,588,Chiapas,La Concordia,621,Grande o Salinas,30,Grijalva-Usumacinta,621.0,30.0,Chiapas
702,C07145,San Francisco,15.870833,-92.953611,540,Chiapas,La Concordia,614,Presa La Concordia,30,Grijalva-Usumacinta,614.0,30.0,Chiapas
703,C07155,Santa Isabel,16.0,-92.516667,570,Chiapas,La Concordia,622,Presa La Angostura,30,Grijalva-Usumacinta,622.0,30.0,Chiapas
704,C07252,La Grandeza,15.521111,-92.226389,1940,Chiapas,La Grandeza,613,Papizaca,30,Grijalva-Usumacinta,613.0,30.0,Chiapas
705,AQECP,"Aquespala, Chis.",15.783333,-91.911111,675,Chiapas,La Trinitaria,615,Selegua,30,Grijalva-Usumacinta,615.0,30.0,Chiapas
706,C07374,La Esperanza,16.154167,-91.868056,1500,Chiapas,La Trinitaria,665,Comitán,30,Grijalva-Usumacinta,665.0,30.0,Chiapas
707,C07190,La Trinitaria,16.117778,-92.051667,1540,Chiapas,La Trinitaria,618,Aguacatenco,30,Grijalva-Usumacinta,618.0,30.0,Chiapas
708,C07101,Las Delicias,15.966667,-91.866667,900,Chiapas,La Trinitaria,610,Lagartero,30,Grijalva-Usumacinta,610.0,30.0,Chiapas
709,C07127,Paso del Soldado,16.116667,-91.783333,1485,Chiapas,La Trinitaria,665,Comitán,30,Grijalva-Usumacinta,665.0,30.0,Chiapas
710,C07154,Santa Elena,16.116667,-91.483333,720,Chiapas,La Trinitaria,676,Santo Domingo,30,Grijalva-Usumacinta,676.0,30.0,Chiapas
711,C07231,Tziscao,16.083333,-91.666667,1475,Chiapas,La Trinitaria,677,Lacantún,30,Grijalva-Usumacinta,677.0,30.0,Chiapas
712,C07099,Zapaluta,16.036389,-92.088889,720,Chiapas,La Trinitaria,622,Presa La Angostura,30,Grijalva-Usumacinta,622.0,30.0,Chiapas
713,ZAPCP,"Zapotal, Chis.",16.090833,-91.399167,0,Chiapas,La Trinitaria,677,Lacantún,30,Grijalva-Usumacinta,677.0,30.0,Chiapas
714,C07207,Larrainzar,16.886944,-92.715556,2000,Chiapas,Larráinzar,652,De los Plátanos,30,Grijalva-Usumacinta,652.0,30.0,Chiapas
715,SMACP,"Santa María, Chis.",16.938889,-92.820833,220,Chiapas,Larráinzar,623,Hondo,30,Grijalva-Usumacinta,623.0,30.0,Chiapas
716,SNACP,"Santa María, Chis.",16.938889,-92.820833,220,Chiapas,Larráinzar,623,Hondo,30,Grijalva-Usumacinta,623.0,30.0,Chiapas
717,C07041,El Caliente,16.3,-91.466667,687,Chiapas,Las Margaritas,674,Caliente,30,Grijalva-Usumacinta,674.0,30.0,Chiapas
718,C07047,El Jabalí,16.133333,-91.366667,360,Chiapas,Las Margaritas,677,Lacantún,30,Grijalva-Usumacinta,677.0,30.0,Chiapas
719,C07052,El Zapotal,16.166667,-91.5,500,Chiapas,Las Margaritas,677,Lacantún,30,Grijalva-Usumacinta,677.0,30.0,Chiapas
720,EUSCP,"Euseba, Chis.",16.266667,-91.374167,0,Chiapas,Las Margaritas,673,Euseba,30,Grijalva-Usumacinta,673.0,30.0,Chiapas
721,C07055,Finca Chayabe,16.381389,-91.710556,1596,Chiapas,Las Margaritas,675,Seco,30,Grijalva-Usumacinta,675.0,30.0,Chiapas
722,C07062,Finca La Soledad,16.388056,-91.8625,1469,Chiapas,Las Margaritas,676,Santo Domingo,30,Grijalva-Usumacinta,676.0,30.0,Chiapas
723,JABCP,"Jabalí, Chis.",16.147222,-91.377222,0,Chiapas,Las Margaritas,677,Lacantún,30,Grijalva-Usumacinta,677.0,30.0,Chiapas
724,C07096,La Pimienta,16.316667,-91.783333,1120,Chiapas,Las Margaritas,676,Santo Domingo,30,Grijalva-Usumacinta,676.0,30.0,Chiapas
725,C07104,Las Margaritas,16.310556,-91.974722,1512,Chiapas,Las Margaritas,666,Margaritas,30,Grijalva-Usumacinta,666.0,30.0,Chiapas
726,C07118,Miramar,16.383333,-91.583333,950,Chiapas,Las Margaritas,674,Caliente,30,Grijalva-Usumacinta,674.0,30.0,Chiapas
727,PIMCP,"Pimienta, Chis.",16.311667,-91.7625,0,Chiapas,Las Margaritas,676,Santo Domingo,30,Grijalva-Usumacinta,676.0,30.0,Chiapas
728,C07152,Santa Cecilia,16.366667,-91.433333,254,Chiapas,Las Margaritas,673,Euseba,30,Grijalva-Usumacinta,673.0,30.0,Chiapas
729,SELCP,"Santa Elena, Chis.",16.135556,-91.485556,728,Chiapas,Las Margaritas,676,Santo Domingo,30,Grijalva-Usumacinta,676.0,30.0,Chiapas
730,C07391,Yasha,16.390278,-92.075,1750,Chiapas,Las Margaritas,666,Margaritas,30,Grijalva-Usumacinta,666.0,30.0,Chiapas
731,C07331,Villa Las Rosas,16.367222,-92.369167,1300,Chiapas,Las Rosas,618,Aguacatenco,30,Grijalva-Usumacinta,618.0,30.0,Chiapas
732,C07344,Ejido Ibarra,15.333889,-92.952222,0,Chiapas,Mapastepec,393,Sesecapa,23,Costa de Chiapas,393.0,23.0,Chiapas
733,ELNCP,"El Novillero, Chis.",15.495833,-92.95,98,Chiapas,Mapastepec,392,Novillero Alto,23,Costa de Chiapas,392.0,23.0,Chiapas
734,C07334,Francisco Sarabia,15.417778,-92.998333,25,Chiapas,Mapastepec,392,Novillero Alto,23,Costa de Chiapas,392.0,23.0,Chiapas
735,C07347,Guadalupe Victoria,15.503889,-92.879444,130,Chiapas,Mapastepec,392,Novillero Alto,23,Costa de Chiapas,392.0,23.0,Chiapas
736,C07113,Mapastepec,15.451667,-92.876111,70,Chiapas,Mapastepec,393,Sesecapa,23,Costa de Chiapas,393.0,23.0,Chiapas
737,MAPCP,"Mapastepec, Chis.",15.45,-92.883333,32,Chiapas,Mapastepec,393,Sesecapa,23,Costa de Chiapas,393.0,23.0,Chiapas
738,C07208,Novillero,15.500556,-92.943056,72,Chiapas,Mapastepec,392,Novillero Alto,23,Costa de Chiapas,392.0,23.0,Chiapas
739,CATCP,"Cataratas, Chis.",16.2,-91.3,0,Chiapas,Maravilla Tenejapa,677,Lacantún,30,Grijalva-Usumacinta,677.0,30.0,Chiapas
740,COLCP,"Colorado, Chis.",16.1,-91.2,300,Chiapas,Maravilla Tenejapa,677,Lacantún,30,Grijalva-Usumacinta,677.0,30.0,Chiapas
741,C07044,El Colorado,16.15,-91.15,300,Chiapas,Maravilla Tenejapa,677,Lacantún,30,Grijalva-Usumacinta,677.0,30.0,Chiapas
742,C07046,El Euseba,16.216667,-91.333333,379,Chiapas,Maravilla Tenejapa,677,Lacantún,30,Grijalva-Usumacinta,677.0,30.0,Chiapas
743,C07089,La Catarata,16.216667,-91.316667,327,Chiapas,Maravilla Tenejapa,677,Lacantún,30,Grijalva-Usumacinta,677.0,30.0,Chiapas
744,C07249,Maravilla Tenejapa,16.141944,-91.2975,392,Chiapas,Maravilla Tenejapa,677,Lacantún,30,Grijalva-Usumacinta,677.0,30.0,Chiapas
745,CHACP,"Chajul, Chis.",16.083333,-90.95,299,Chiapas,Marqués de Comillas,669,Chajul,30,Grijalva-Usumacinta,669.0,30.0,Chiapas
746,C07370,Adolfo Ruiz Cortines,14.875,-92.5375,4,Chiapas,Mazatán,398,Huehuetán,23,Costa de Chiapas,398.0,23.0,Chiapas
747,C07326,Mazatán,14.886389,-92.453889,15,Chiapas,Mazatán,399,Coatán,23,Costa de Chiapas,399.0,23.0,Chiapas
748,C07117,Metapa de Dominguez,14.831111,-92.191667,98,Chiapas,Metapa,402,Cozoloapan,23,Costa de Chiapas,402.0,23.0,Chiapas
749,C07371,Belisario Dominguez 2,15.3,-92.35,850,Chiapas,Motozintla,397,Huixtla,23,Costa de Chiapas,397.0,23.0,Chiapas
750,C07014,Belisario Dominguez I,15.308333,-92.358333,731,Chiapas,Motozintla,397,Huixtla,23,Costa de Chiapas,397.0,23.0,Chiapas
751,C07333,Buenos Aires,15.3325,-92.2675,1820,Chiapas,Motozintla,616,San Miguel,30,Grijalva-Usumacinta,616.0,30.0,Chiapas
752,C07253,El Mozotal,15.426389,-92.341389,3053,Chiapas,Motozintla,616,San Miguel,30,Grijalva-Usumacinta,616.0,30.0,Chiapas
753,C07395,Finca La Victoria,15.287778,-92.420833,989,Chiapas,Motozintla,396,Despoblado,23,Costa de Chiapas,396.0,23.0,Chiapas
754,FLVCP,"Finca la victoria, Chis.",15.287778,-92.420833,989,Chiapas,Motozintla,396,Despoblado,23,Costa de Chiapas,396.0,23.0,Chiapas
